1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),Candidate Name (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,GE RUNOFF,GE RUNOFF %,"COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)",FOOTNOTES,,,,,,,,,,,,,,,,,
1995,Montana,MT,S,n/a,,,,,Party Votes:,R,"74,164",,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,Montana,MT,S,n/a,,,,,Total Senate Votes:,,"239,214",,,,"477,658",,,,,,,,,,,,,,,,,,,,,,,
1997,Nebraska,NE,1,H4NE01064,(I),Jeff,Fortenberry,"Fortenberry, Jeff",,R,"45,958",100.00%,,,"184,923",70.36%,,,,,,,,,,,,,,,,,,,,,,
1998,Nebraska,NE,1,n/a,,,,,Party Votes:,R,"45,958",,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Nebraska,NE,1,H4NE01064,(I),Jeff,Fortenberry,"Fortenberry, Jeff",,N(R),662,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Nebraska,NE,1,n/a,,,,,Party Votes:,N(R),662,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,Nebraska,NE,1,H8NE01073,,Max,Yashirin,"Yashirin, Max",,D,"26,332",100.00%,,,"77,897",29.64%,,,,,,,,,,,,,,,,,,,,,,
2002,Nebraska,NE,1,n/a,,,,,Party Votes:,D,"26,332",,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Nebraska,NE,1,H8NE01073,,Max,Yashirin,"Yashirin, Max",,N(D),786,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Nebraska,NE,1,n/a,,,,,Party Votes:,N(D),786,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Nebraska,NE,1,n/a,,,,,District Votes:,,"73,738",,,,"262,820",,,,,,,,,,,,,,,,,,,,,,,
2006,Nebraska,NE,2,H8NE02139,(I),Lee,Terry,"Terry, Lee",,R,"23,054",84.45%,,,"142,473",51.93%,,,,,,,,,,,,,,,,,,,,,,
2007,Nebraska,NE,2,H8NE02204,,Steven ,Laird,"Laird, Steven ",,R,"4,246",15.55%,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Nebraska,NE,2,n/a,,,,,Party Votes:,R,"27,300",,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Nebraska,NE,2,H8NE02139,(I),Lee,Terry,"Terry, Lee",,N(R),92,68.66%,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Nebraska,NE,2,H8NE02204,,Steven ,Laird,"Laird, Steven ",,N(R),42,31.34%,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Nebraska,NE,2,n/a,,,,,Party Votes:,N(R),134,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Nebraska,NE,2,H6NE02117,,Jim,Esch,"Esch, Jim",,D,"20,937",80.54%,,,"131,901",48.07%,,,,,,,,,,,,,,,,,,,,,,
2013,Nebraska,NE,2,H8NE02212,,Richard N.,Carter,"Carter, Richard N.",,D,"5,059",19.46%,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Nebraska,NE,2,n/a,,,,,Party Votes:,D,"25,996",,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Nebraska,NE,2,H6NE02117,,Jim,Esch,"Esch, Jim",,N(D),260,78.31%,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Nebraska,NE,2,H8NE02212,,Richard N.,Carter,"Carter, Richard N.",,N(D),72,21.69%,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Nebraska,NE,2,n/a,,,,,Party Votes:,N(D),332,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Nebraska,NE,2,n/a,,,,,District Votes:,,"53,762",,,,"274,374",,,,,,,,,,,,,,,,,,,,,,,
2019,Nebraska,NE,3,H6NE03115,(I),Adrian,Smith,"Smith, Adrian",,R,"55,129",87.44%,,,"183,117",76.87%,,,,,,,,,,,,,,,,,,,,,,
2020,Nebraska,NE,3,H8NE03079,,Jeremiah,Ellison,"Ellison, Jeremiah",,R,"7,918",12.56%,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Nebraska,NE,3,n/a,,,,,Party Votes:,R,"63,047",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Nebraska,NE,3,H6NE03115,(I),Adrian,Smith,"Smith, Adrian",,N(R),96,76.80%,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Nebraska,NE,3,H8NE03079,,Jeremiah,Ellison,"Ellison, Jeremiah",,N(R),29,23.20%,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Nebraska,NE,3,n/a,,,,,Party Votes:,N(R),125,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,Nebraska,NE,3,H8NE03053,,Jay C.,Stoddard,"Stoddard, Jay C.",,D,"17,668",74.30%,,,"55,087",23.13%,,,,,,,,,,,,,,,,,,,,,,
2026,Nebraska,NE,3,H8NE03061,,Paul A.,Spatz,"Spatz, Paul A.",,D,"6,110",25.70%,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,Nebraska,NE,3,n/a,,,,,Party Votes:,D,"23,778",,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,Nebraska,NE,3,H8NE03053,,Jay C.,Stoddard,"Stoddard, Jay C.",,N(D),91,73.98%,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,Nebraska,NE,3,H8NE03061,,Paul A.,Spatz,"Spatz, Paul A.",,N(D),32,26.02%,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,Nebraska,NE,3,n/a,,,,,Party Votes:,N(D),123,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,Nebraska,NE,3,n/a,,,,,District Votes:,,"87,073",,,,"238,204",,,,,,,,,,,,,,,,,,,,,,,
2032,Nebraska,NE,H,n/a,,,,,Total House Votes:,,"214,573",,,,"775,398",,,,,,,,,,,,,,,,,,,,,,,
2033,Nebraska,NE,S,S8NE00117,,Mike ,Johanns,"Johanns, Mike ",,R,"111,455",78.09%,,,"455,854",57.52%,,,,,,,,,,,,,,,,,,,,,,
2034,Nebraska,NE,S,S8NE00109,,Pat ,Flynn,"Flynn, Pat ",,R,"31,271",21.91%,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,Nebraska,NE,S,n/a,,,,,Party Votes:,R,"142,726",,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,Nebraska,NE,S,S8NE00117,,Mike ,Johanns,"Johanns, Mike ",,N(R),736,71.80%,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,Nebraska,NE,S,S8NE00109,,Pat ,Flynn,"Flynn, Pat ",,N(R),289,28.20%,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,Nebraska,NE,S,n/a,,,,,Party Votes:,N(R),"1,025",,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,Nebraska,NE,S,S8NE00133,,Scott ,Kleeb,"Kleeb, Scott ",,D,"64,468",68.66%,,,"317,456",40.06%,,,,,,,,,,,,,,,,,,,,,,
2040,Nebraska,NE,S,S8NE00125,,Tony ,Raimondo,"Raimondo, Tony ",,D,"23,617",25.15%,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,Nebraska,NE,S,S8NE00158,,James Bryan,Wilson,"Wilson, James Bryan",,D,"3,179",3.39%,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,Nebraska,NE,S,S8NE00141,,Larry ,Marvin,"Marvin, Larry ",,D,"2,629",2.80%,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,Nebraska,NE,S,n/a,,,,,Party Votes:,D,"93,893",,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,Nebraska,NE,S,S8NE00133,,Scott ,Kleeb,"Kleeb, Scott ",,N(D),"1,114",64.54%,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,Nebraska,NE,S,S8NE00125,,Tony ,Raimondo,"Raimondo, Tony ",,N(D),524,30.36%,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,Nebraska,NE,S,S8NE00158,,James Bryan,Wilson,"Wilson, James Bryan",,N(D),45,2.61%,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,Nebraska,NE,S,S8NE00141,,Larry ,Marvin,"Marvin, Larry ",,N(D),43,2.49%,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,Nebraska,NE,S,n/a,,,,,Party Votes:,N(D),"1,726",,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,Nebraska,NE,S,S8NE00174,,Kelly Renee,Rosberg,"Rosberg, Kelly Renee",,NB,123,100.00%,,,"11,438",1.44%,,,,,,,,,,,,,,,,,,,,,,
2050,Nebraska,NE,S,n/a,,,,,Party Votes:,NB,123,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,Nebraska,NE,S,S8NE00175,,Kelly Renee,Rosberg,"Rosberg, Kelly Renee",,N(NB),86,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,Nebraska,NE,S,n/a,,,,,Party Votes:,N(NB),86,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,Nebraska,NE,S,S8NE00166,,Steven R.,Larrick,"Larrick, Steven R.",,GRE,92,100.00%,,,"7,763",0.98%,,,,,,,,,,,,,,,,,,,,,,
2054,Nebraska,NE,S,n/a,,,,,Party Votes:,GRE,92,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,Nebraska,NE,S,S8NE00167,,Steven R.,Larrick,"Larrick, Steven R.",,N(GRE),31,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,Nebraska,NE,S,n/a,,,,,Party Votes:,N(GRE),31,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,Nebraska,NE,S,n/a,,,,,Total Senate Votes:,,"239,702",,,,"792,511",,,,,,,,,,,,,,,,,,,,,,,
2058,Nevada,NV,1,H8NV01071,(I),Shelley,Berkley,"Berkley, Shelley",,D,"19,444",89.74%,,,"154,860",67.65%,,,,,,,,,,,,,,,,,,,,,,
2059,Nevada,NV,1,H8NV01204,,"Mark John, Jr.",Budetich,"Budetich, Mark John, Jr.",,D,"2,222",10.26%,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,Nevada,NV,1,n/a,,,,,Party Votes:,D,"21,666",,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,Nevada,NV,1,H6NV01158,,Kenneth,Wegner,"Wegner, Kenneth",,R,"4,359",34.65%,,,"64,837",28.32%,,,,,,,,,,,,,,,,,,,,,,
2062,Nevada,NV,1,H4NV01112,,Russ,Mickelson,"Mickelson, Russ",,R,"2,490",19.79%,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,Nevada,NV,1,H8NV01196,,Chris,Dyer,"Dyer, Chris",,R,"1,847",14.68%,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,Nevada,NV,1,H8NV01212,,"Eve No. 1 Mom""""""ve ""No. 1 """"e ""No."""" ""N""""""""""""",Ellingwood,"Ellingwood, Eve No. 1 Mom""""""llingwood",",,R,1","137""",9.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,Nevada,NV,1,H8NV01238,,Ray J.,Kornfield,"Kornfield, Ray J.",,R,"1,090",8.66%,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,Nevada,NV,1,H8NV01246,,Mike,Powers,"Powers, Mike",,R,896,7.12%,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,Nevada,NV,1,H8NV01220,,"Edward Mr. Clean""""""dward ""Mr.""""war""",Hamilton,"Hamilton, Edward Mr. Clean""""""amilton"," E""",,R,761,6.05%,,,,,,,,,,,,,,,,,,,,,,,,,
2068,Nevada,NV,1,n/a,,,,,Party Votes:,R,"12,580",,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,Nevada,NV,1,H8NV01253,,Caren,Alexander,"Alexander, Caren",,IAP,*,,,,"4,697",2.05%,,,,,,,,,,,,,,,,,,,,,,
2070,Nevada,NV,1,H4NV01138,,"Raymond James, Jr.",Duensing,"Duensing, Raymond James, Jr.",,LBT,*,,,,"4,528",1.98%,,,,,,,,,,,,,,,,,,,,,,
2071,Nevada,NV,1,n/a,,,,,District Votes:,,"34,246",,,,"228,922",,,,,,,,,,,,,,,,,,,,,,,
2072,Nevada,NV,2,H6NV02164,(I),Dean,Heller,"Heller, Dean",,R,"43,112",86.02%,,,"170,771",51.82%,,,,,,,,,,,,,,,,,,,,,,
2073,Nevada,NV,2,H8NV02053,,James W.,Smack,"Smack, James W.",,R,"7,009",13.98%,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,Nevada,NV,2,n/a,,,,,Party Votes:,R,"50,121",,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,Nevada,NV,2,H6NV02180,,Jill,Derby,"Derby, Jill",,D,Unopposed,,,,"136,548",41.44%,,,,,,,,,,,,,,,,,,,,,,
2076,Nevada,NV,2,H8NV02079,,John,Everhart,"Everhart, John",,IAP,n/a,,,,"11,179",3.39%,,,,,,,,,,,,,,,,,,,,,,
2077,Nevada,NV,2,H8NV02087,,Sean Patrick,Morse,"Morse, Sean Patrick",,LBT,n/a,,,,"5,740",1.74%,,,,,,,,,,,,,,,,,,,,,,
2078,Nevada,NV,2,H8NV02061,,Craig,Bergland,"Bergland, Craig",,GRE,*,,,,"5,282",1.60%,,,,,,,,,,,,,,,,,,,,,,
2079,Nevada,NV,2,n/a,,,,,District Votes:,,"50,121",,,,"329,520",,,,,,,,,,,,,,,,,,,,,,,
2080,Nevada,NV,3,H8NV03036,,Dina,Titus,"Titus, Dina",,D,"22,232",84.71%,,,"165,912",47.43%,,,,,,,,,,,,,,,,,,,,,,
2081,Nevada,NV,3,H6NV03014,,Barry,Michaels,"Michaels, Barry",,D,"2,312",8.81%,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Nevada,NV,3,H6NV03030,,Anna,Nevenic,"Nevenic, Anna",,D,"1,114",4.24%,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,Nevada,NV,3,H8NV03044,,"Carlo Tex""""""arlo""",Poliak,"Poliak, Carlo Tex""""""olia""",,D,587,2.24%,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,Nevada,NV,3,n/a,,,,,Party Votes:,D,"26,245",,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,Nevada,NV,3,H0NV01078,(I),Jon,Porter,"Porter, Jon",,R,"21,955",81.63%,,,"147,940",42.29%,,,,,,,,,,,,,,,,,,,,,,
2086,Nevada,NV,3,H8NV03069,,Jesse,Law,"Law, Jesse",,R,"3,030",11.27%,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,Nevada,NV,3,H8NV03051,,Carl,Bunce,"Bunce, Carl",,R,"1,911",7.11%,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,Nevada,NV,3,n/a,,,,,Party Votes:,R,"26,896",,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,Nevada,NV,3,H8NV03093,,Jeffrey C.,Reeves,"Reeves, Jeffrey C.",,I,n/a,,,,"14,922",4.27%,,,,,,,,,,,,,,,,,,,,,,
2090,Nevada,NV,3,H4NV03076,,Joseph P.,Silvestri,"Silvestri, Joseph P.",,LBT,*,,,,"10,164",2.91%,,,,,,,,,,,,,,,,,,,,,,
2091,Nevada,NV,3,H8NV03085,,Floyd,Fitzgibbons,"Fitzgibbons, Floyd",,IAP,*,,,,"6,937",1.98%,,,,,,,,,,,,,,,,,,,,,,
2092,Nevada,NV,3,H8NV03077,,Bob,Giaquinta,"Giaquinta, Bob",,GRE,*,,,,"3,937",1.13%,,,,,,,,,,,,,,,,,,,,,,
2093,Nevada,NV,3,n/a,,,,,District Votes:,,"53,141",,,,"349,812",,,,,,,,,,,,,,,,,,,,,,,
2094,Nevada,NV,H,n/a,,,,,Total House Votes:,,"137,508",,,,"908,254",,,,,,,,,,,,,,,,,,,,,,,
2095,New Hampshire,NH,1,H6NH01230,(I),Carol,Shea-Porter,"Shea-Porter, Carol",,D,"20,839",98.22%,,,"176,435",51.73%,,,,,,,,,,,,,,,,,,,,,,
2096,New Hampshire,NH,1,H2NH01130,,Jeb,Bradley,"Bradley, Jeb",,W(D),162,0.76%,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,New Hampshire,NH,1,H2NH01163,,John,Stephen,"Stephen, John",,W(D),127,0.60%,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,New Hampshire,NH,1,n/a,,,Scattered,Scattered,,W(D),89,0.42%,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,New Hampshire,NH,1,n/a,,,,,Party Votes:,D,"21,217",,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,New Hampshire,NH,1,H2NH01130,,Jeb,Bradley,"Bradley, Jeb",,R,"18,559",51.04%,,,"156,338",45.84%,,,,,,,,,,,,,,,,,,,,,,
2101,New Hampshire,NH,1,H2NH01163,,John,Stephen,"Stephen, John",,R,"16,766",46.11%,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,New Hampshire,NH,1,H8NH01137,,Geoff,Michael,"Michael, Geoff",,R,534,1.47%,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,New Hampshire,NH,1,H6NH01255,,"Dave""""""Dave""""""""",Jarvis,"Jarvis, Dave""""""arvis""",,R,414,1.14%,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,New Hampshire,NH,1,H6NH01230,(I),Carol,Shea-Porter,"Shea-Porter, Carol",,W(R),46,0.13%,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,New Hampshire,NH,1,H2NH01130,,Jeb,Bradley,"Bradley, Jeb",,W(R),43,0.12%,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,New Hampshire,NH,1,n/a,,,,,Party Votes:,R,"36,362",,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,New Hampshire,NH,1,H8NH01145,,Robert,Kingsbury,"Kingsbury, Robert",,LBT,n/a,,,,"8,100",2.37%,,,,,,,,,,,,,,,,,,,,,,
2108,New Hampshire,NH,1,n/a,,,Scattered,Scattered,,W,,,,,198,0.06%,,,,,,,,,,,,,,,,,,,,,,
2109,New Hampshire,NH,1,n/a,,,,,District Votes:,,"57,579",,,,"341,071",,,,,,,,,,,,,,,,,,,,,,,
2110,New Hampshire,NH,2,H4NH02175,(I),Paul W.,Hodes,"Hodes, Paul W.",,D,"22,638",98.56%,,,"188,332",56.40%,,,,,,,,,,,,,,,,,,,,,,
2111,New Hampshire,NH,2,n/a,,,Scattered,Scattered,,W(D),151,0.66%,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,New Hampshire,NH,2,H8NH02200,,"Bob""""""Bob""""""""",Clegg,"Clegg, Bob""""""legg""",,W(D),59,0.26%,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,New Hampshire,NH,2,H8NH02192,,Jennifer,Horn,"Horn, Jennifer",,W(D),56,0.24%,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,New Hampshire,NH,2,H8NH02184,,"Jim""""""Jim""""""""",Steiner,"Steiner, Jim""""""tein""",,W(D),46,0.20%,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,New Hampshire,NH,2,H8NH02218,,Grant,Bosse,"Bosse, Grant",,W(D),18,0.08%,,,,,,,,,,,,,,,,,,,,,,,,,,
2116,New Hampshire,NH,2,n/a,,,,,Party Votes:,D,"22,968",,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,New Hampshire,NH,2,H8NH02192,,Jennifer,Horn,"Horn, Jennifer",,R,"12,726",40.05%,,,"138,222",41.40%,,,,,,,,,,,,,,,,,,,,,,
2118,New Hampshire,NH,2,H8NH02200,,"Bob""""""Bob""""""""",Clegg,"Clegg, Bob""""""legg""",,R,"10,771",33.90%,,,,,,,,,,,,,,,,,,,,,,,,,,
2119,New Hampshire,NH,2,H8NH02184,,"Jim""""""Jim""""""""",Steiner,"Steiner, Jim""""""tein""",,R,"4,582",14.42%,,,,,,,,,,,,,,,,,,,,,,,,,,
2120,New Hampshire,NH,2,H8NH02218,,Grant,Bosse,"Bosse, Grant",,R,"2,974",9.36%,,,,,,,,,,,,,,,,,,,,,,,,,,
2121,New Hampshire,NH,2,H8NH02226,,Alfred,L'Eplattenier,"L'Eplattenier, Alfred",,R,547,1.72%,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,New Hampshire,NH,2,n/a,,,Scattered,Scattered,,W(R),111,0.35%,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,New Hampshire,NH,2,H4NH02175,(I),Paul W.,Hodes,"Hodes, Paul W.",,W(R),61,0.19%,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,New Hampshire,NH,2,n/a,,,,,Party Votes:,R,"31,772",,,,,,,,,,,,,,,,,,,,,,,,,,,
2125,New Hampshire,NH,2,H8NH02234,,"Chester L., II",Lapointe,"Lapointe, Chester L., II",,LBT,n/a,,,,"7,121",2.13%,,,,,,,,,,,,,,,,,,,,,,
2126,New Hampshire,NH,2,n/a,,,Scattered,Scattered,,W,,,,,229,0.07%,,,,,,,,,,,,,,,,,,,,,,
2127,New Hampshire,NH,2,n/a,,,,,District Votes:,,"54,740",,,,"333,904",,,,,,,,,,,,,,,,,,,,,,,
2128,New Hampshire,NH,H,n/a,,,,,Total House Votes:,,"112,319",,,,"674,975",,,,,,,,,,,,,,,,,,,,,,,
2129,New Hampshire,NH,S,S0NH00219,,Jeanne,Shaheen,"Shaheen, Jeanne",,D,"42,968",88.31%,,,"358,438",51.59%,,,,,,,,,,,,,,,,,,,,,,
2130,New Hampshire,NH,S,S8NH00170,,Raymond,Stebbins,"Stebbins, Raymond",,D,"5,281",10.85%,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,New Hampshire,NH,S,S0NH00201,(I),John E.,Sununu,"Sununu, John E.",,W(D),235,0.48%,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,New Hampshire,NH,S,n/a,,,Scattered,Scattered,,W(D),172,0.35%,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,New Hampshire,NH,S,n/a,,,,,Party Votes:,D,"48,656",,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,New Hampshire,NH,S,S0NH00201,(I),John E.,Sununu,"Sununu, John E.",,R,"60,852",88.68%,,,"314,403",45.25%,,,,,,,,,,,,,,,,,,,,,,
2135,New Hampshire,NH,S,S4NH00062,,Tom,Alciere,"Alciere, Tom",,R,"7,084",10.32%,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,New Hampshire,NH,S,S0NH00219,,Jeanne,Shaheen,"Shaheen, Jeanne",,W(R),517,0.75%,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,New Hampshire,NH,S,n/a,,,Scattered,Scattered,,W(R),165,0.24%,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,New Hampshire,NH,S,S8NH00170,,Raymond,Stebbins,"Stebbins, Raymond",,W(R),3,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,New Hampshire,NH,S,n/a,,,,,Party Votes:,R,"68,621",,,,,,,,,,,,,,,,,,,,,,,,,,,
2140,New Hampshire,NH,S,S2NH00157,,"Ken""""""Ken""""""""",Blevens,"Blevens, Ken""""""leve""",,LBT,n/a,,,,"21,516",3.10%,,,,,,,,,,,,,,,,,,,,,,
2141,New Hampshire,NH,S,n/a,,,,,Party Votes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,New Hampshire,NH,S,,,,Scattered,Scattered,,W,,,,,430,0.06%,,,,,,,,,,,,,,,,,,,,,,
2143,New Hampshire,NH,S,n/a,,,,,Total Senate Votes:,,"117,277",,,,"694,787",,,,,,,,,,,,,,,,,,,,,,,
2144,New Jersey,NJ,1,H0NJ01066,(I),Robert E.,Andrews,"Andrews, Robert E. #",,D,#,,,,"206,453",72.40%,,,,,  # Camille Andrews withdrew after the primary election and Robert Andrews was selected by the party to fill the vacancy on the general election ballot.,,,,,,,,,,,,,,,,,
2145,New Jersey,NJ,1,H8NJ01143,,Camille S. ,Andrews,"Andrews, Camille S. #",,D,"32,108",83.03%,,,,,,,,,  # Camille Andrews withdrew after the primary election and Robert Andrews was selected by the party to fill the vacancy on the general election ballot.,,,,,,,,,,,,,,,,,
2146,New Jersey,NJ,1,H8NJ01127,,Mahdi ,Ibn-Ziyad,"Ibn-Ziyad, Mahdi ",,D,"2,222",5.75%,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,New Jersey,NJ,1,H8NJ01150,,John ,Caramanna,"Caramanna, John ",,D,"4,342",11.23%,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,New Jersey,NJ,1,n/a,,,,,Party Votes:,D,"38,672",,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,New Jersey,NJ,1,H8NJ01135,,Dale M.,Glading,"Glading, Dale M.",,R,"5,873",82.27%,,,"74,001",25.95%,,,,,,,,,,,,,,,,,,,,,,
2150,New Jersey,NJ,1,H8NJ01176,,Fernando ,Powers,"Powers, Fernando ",,R,"1,266",17.73%,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,New Jersey,NJ,1,n/a,,,,,Party Votes:,R,"7,139",,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,New Jersey,NJ,1,H8NJ01218,,Matthew,Thieke,"Thieke, Matthew",,GRE,n/a,,,,"1,927",0.68%,,,,,,,,,,,,,,,,,,,,,,
2153,New Jersey,NJ,1,H8NJ01192,,Margaret M.,Chapman,"Chapman, Margaret M.",,BBA,n/a,,,,"1,258",0.44%,,,,,,,,,,,,,,,,,,,,,,
2154,New Jersey,NJ,1,H8NJ01200,,"Everitt M., III",Williams,"Williams, Everitt M., III",,THI,n/a,,,,"1,010",0.35%,,,,,,,,,,,,,,,,,,,,,,
2155,New Jersey,NJ,1,H8NJ01184,,"Alvin, Jr.",Lindsay,"Lindsay, Alvin, Jr.",,LFC,n/a,,,,508,0.18%,,,,,,,,,,,,,,,,,,,,,,
2156,New Jersey,NJ,1,n/a,,,,,District Votes:,,"45,811",,,,"285,157",,,,,,,,,,,,,,,,,,,,,,,
2157,New Jersey,NJ,2,H2NJ02037,(I),Frank A. ,Lo Biondo,"Lo Biondo, Frank A. ",,R,"16,026",88.78%,,,"167,701",59.06%,,,,,,,,,,,,,,,,,,,,,,
2158,New Jersey,NJ,2,H8NJ02109,,Donna M. ,Ward,"Ward, Donna M. ",,R,"2,025",11.22%,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,New Jersey,NJ,2,n/a,,,,,Party Votes:,R,"18,051",,,,,,,,,,,,,,,,,,,,,,,,,,,
2160,New Jersey,NJ,2,H8NJ02091,,David ,Kurkowski,"Kurkowski, David ",,D,"16,465",100.00%,,,"110,990",39.09%,,,,,,,,,,,,,,,,,,,,,,
2161,New Jersey,NJ,2,n/a,,,,,Party Votes:,D,"16,465",,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,New Jersey,NJ,2,H8NJ02125,,Jason M.,Grover,"Grover, Jason M.",,GRE,n/a,,,,"1,763",0.62%,,,,,,,,,,,,,,,,,,,,,,
2163,New Jersey,NJ,2,H8NJ02117,,Peter F.,Boyce,"Boyce, Peter F.",,CNJ,n/a,,,,"1,551",0.55%,,,,,,,,,,,,,,,,,,,,,,
2164,New Jersey,NJ,2,H8NJ02133,,Gary,Stein,"Stein, Gary",,RTB,n/a,,,,"1,312",0.46%,,,,,,,,,,,,,,,,,,,,,,
2165,New Jersey,NJ,2,H0NJ02098,,Costantino,Rozzo,"Rozzo, Costantino",,SUS,n/a,,,,648,0.23%,,,,,,,,,,,,,,,,,,,,,,
2166,New Jersey,NJ,2,n/a,,,,,District Votes:,,"34,516",,,,"283,965",,,,,,,,,,,,,,,,,,,,,,,
